,index,Unnamed: 0,abstract,president
1154,1154,1154,Mitt Romney on Friday may have featured his best set of polls all year.,Obama
1155,1155,1155,President Obama and Mitt Romney squared off in Denver for their first presidential debate.,Obama
1156,1156,1156,"Stephanie Cutter has emerged as President Obama’s one-woman attack squad, and in the process has become a polarizing face of a campaign that until recently had been dominated by middle-aged white men.",Obama
1157,1157,1157,The vice-presidential debate on Thursday provoked heated discussion into the next day. Here are a look at two disputed claims.,Obama
1158,1158,1158,Prime Minister Benjamin Netanyahu’s about-face on attacking Iran resulted from a long-building revolt by Israel’s professional security establishment against the very idea of an early military attack.,Obama
1159,1159,1159,"From the beginning of his presidential campaign, Mitt Romney has offered to transfigure himself any which way to achieve power. Nothing’s changed.",Obama
1160,1160,1160,"Many American presidents and vice presidents have been profoundly affected by tragic car crashes, but they haven’t made motor vehicle safety a priority.",Obama
1161,1161,1161,"President Obama’s campaign raised more money in September than any candidate has raised in a previous month this year, according to several Democrats familiar with the campaign’s money-raising operation.",Obama
1162,1162,1162,Mitt Romney’s campaign accused Vice President Joseph R. Biden Jr. of trying “to mislead the American public” in remarks about the Benghazi episode during the debate.,Obama
1163,1163,1163,The $181 million in September is the most money President Obama and the Democrats have raised in one month during this election cycle.,Obama
1164,1164,1164,"The Dodd-Frank regulatory overhaul, the government’s response to the 2008 financial crisis, was designed to be a slap in the face to Wall Street. But Mitt Romney, during the first debate of the presidential campaign, claims it was “the biggest kiss that’s been given to New York banks I’ve ever seen.”",Obama
1165,1165,1165,It hinges on Romney’s use of the word “tragic.”,Obama
1166,1166,1166,"The Obama campaign came out swinging, including stronger rhetoric, a new television ad and a conference call questioning Mr. Romney’s truthfulness.",Obama
1167,1167,1167,"The story of a seriously ill friend who quit his job and had no insurance shows me why we need Obamacare. With it, he might have gone to a doctor in time.",Obama
1168,1168,1168,A speech by Senator Barack Obama that created a stir and faded is now bringing up questions that have long been favorite topics in conservative circles.,Obama
1169,1169,1169,"Democrats had predicted that President Obama would be outgunned on ads by Mitt Romney, but the president, at least for now, has the advantage.",Obama
1170,1170,1170,"Follow along with this interactive replay of the vice-presidential debate, using fact checks and graphics to take a closer look at Mr. Biden and Mr. Ryan’s assertions and attacks.",Obama
1171,1171,1171,Politically good things may be about to happen to very bad ideas.,Obama
1172,1172,1172,"TimesCast Politics: New data from Virginia, Colorado and Wisconsin. | Highlights from past vice-presidential debates. | The role of the moderators. | Challenges for each candidate.",Obama
1173,1173,1173,"If Barack Obama sees his mission as saving the U.S. middle class, one thing he has yet to explain is how this goal is related to his foreign policies.",Obama
1174,1174,1174,"The answer depends on how much weight you give national polls versus state-level polls, because the two kinds surveys are saying different things.",Obama
1175,1175,1175,"Mitt Romney aggressively pressed President Obama on the economy, jobs and health care in a debate that avoided the one-liners that sometimes emerge from presidential face-offs.",Obama
1176,1176,1176,"Mitt Romney is seen by more voters as a strong leader after his debate performance last week, but positive economic news appears to have buffered President Obama.",Obama
1177,1177,1177,"When Vice President Joseph R. Biden Jr. takes the debate stage in Danville, Ky., on Thursday night, he will probably not be able to erase all of Mitt Romney’s gains in the polls after his debate performance in Denver last week.",Obama
1178,1178,1178,Campaign aides are mapping out adjustments toward a moderate approach that runs the risk of reopening a debate about the candidate’s authenticity.,Obama
1179,1179,1179,When Americans go to the polls next month they will cast a vote not just for president but for one of two profoundly different visions for the future of the country’s health care system.,Obama
1180,1180,1180,President Obama and Mitt Romney have profound differences over how to address problems with health insurance coverage and rising health care costs. Most of the major provisions of the Obama health care law will not go into effect until 2014.,Obama
1181,1181,1181,It’s such a tough time to be a Democrat. But at least they have Joe Biden stepping up to the challenge!,Obama
1182,1182,1182,"Unemployment fell to 7.8 percent from 8.1 percent, reaching its lowest level since President Obama took office and crossing what had become a symbolic threshold in the campaign.",Obama
1183,1183,1183,An analysis of the signature gestures used by President Obama and Mitt Romney in their speeches and debates.,Obama
1184,1184,1184,"President Obama visited his campaign’s field office in Henderson, Nev., on Monday to drop off pizza and meet with volunteers.",Obama
1185,1185,1185,"The Obamas’ anniversary is the same night as the first presidential debate, and their good friend David Axelrod is circulating an anniversary card — and asking for campaign donations.",Obama
