,abstract,president
580,"In February, the publisher of The New York Times questioned President Trump in the Oval Office about his attacks on the press. Their rare exchange is still relevant almost one year later.",Trump
581,The Democratic-led House of Representatives charged President Trump with abuse of power and obstruction of Congress.,Trump
582,"Representative Mark Meadows, a Republican from North Carolina, announced that he would not seek re-election at the end of his term.",Trump
583,The invitation from Speaker Nancy Pelosi was notable because the president has lobbed insults at her in recent days for leading the House to approve two articles of impeachment.,Trump
584,A meeting with President Volodymyr Zelensky of Ukraine would have been the first for a top Trump official since the impeachment inquiry began.,Trump
585,"He fled Ukraine at age 3 and became a soldier, scholar and official at the White House. That’s where, he told impeachment investigators, he witnessed alarming behavior by President Trump.",Trump
586,"The Ukraine charge gets all the attention, but the article of impeachment about obstruction is just as urgent.",Trump
587,Retaliation against an Iran-backed militia set off anti-American protests that could strengthen Iran’s hand.,Trump
588,"The federal prosecutor leading a review of the origins of the Russia inquiry has a reputation for keeping his mouth shut. At a sensitive moment, he didn’t.",Trump
589,"Residents of the Somerset County township, who span the economic spectrum, often find the helicopters annoying. But the intrusion is usually short-lived.",Trump
590,"What happened on the House floor, and at the president’s campaign rally, on a historic day.",Trump
591,"The magazine issued a scathing editorial on what it described as President Trump’s moral failings, calling for him to be removed from office.",Trump
592,"Chief Justice John Roberts’s year-end report on the judiciary praised civics education, but it was not hard to detect a timely subtext that appeared to be addressed to President Trump.",Trump
593,"Kim Jong-un said North Korea was free of a self-imposed pause on testing nuclear weapons and long-range missiles, which President Trump had called a diplomatic victory.",Trump
594,"After receiving presidential clemency, Edward Gallagher has left the SEALs to become a pitchman and conservative activist.",Trump
595,The tobacco and vaping industries and conservative allies intensively lobbied against a ban on popular flavored e-cigarettes.,Trump
596,"The top Ukraine expert at the White House will tell impeachment investigators he twice reported concerns about President Trump’s pressure tactics on Ukraine, acting out of a “sense of duty.”",Trump
597,"Senator Susan Collins of Maine joined Lisa Murkowski in raising concerns over her leaders’ approach, and said she would be “open” to calling witnesses.",Trump
598,Trump’s speech at a Wednesday night campaign rally had late-night hosts curious if he truly grasps what’s happening.,Trump
599,"Tweets, trade wars, impeachment. Will all the commotion affect Trump’s re-election chances in 2020?",Trump
600,Democrats never gave Bill Clinton a free pass. Why are Republicans giving one to Donald Trump?,Trump
601,The president and his enablers have replaced conservatism with an empty faith led by a bogus prophet.,Trump
602,The investigation against President Clinton was thorough and nonpartisan. The Trump proceedings have been the opposite in every way.,Trump
603,The House rejected a move by Republicans to derail the debate on the articles of impeachment. Final votes on the charges are expected this evening.,Trump
604,"When people eat better, they enjoy better health, reducing not just suffering, but also some expenses.",Trump
605,"My decision comes after careful study of testimony, investigative reports and history.",Trump
606,The deficit obsession of 2010-2015 did permanent damage.,Trump
607,Iraqi leaders say the United States violated Iraqi sovereignty with attacks that killed 24 people in retaliation for the death of an American contractor.,Trump
608,The president inquired about the jet and the company’s health more broadly in a call with Dennis Muilenburg the day before Boeing paused production.,Trump
609,"The president’s favored poem, “The Snake,” isn’t about immigrants. It’s about him.",Trump
610,"The president’s favored poem, “The Snake,” isn’t about immigrants. It’s about him.",Trump
611,The historic votes charged the president with “high crimes and misdemeanors” in connection with a Ukraine pressure campaign. Mr. Trump became the third sitting president in history to be impeached.,Trump
